PAID;FECHA_REGISTRO;UNIDAD_NOMBRE;PROYECTO_RNPC;UNIDAD_DEPARTAMENTO;DESTINO_DEPARTAMENTO;DESTINO_CIUDAD;ATENCION_TIPO_TRAMITE;ATENCION_DESTINO;ATENCION_TEMA;ATENCION_MOTIVO;ATENCION_ESTADO;PERSONA_RANGO_EDAD;PERSONA_CONDICION_DISCAPACIDAD;PERSONA_POBLACION_ESPECIAL;PERSONA_GENERO;PERSONA_PROFESION;PERSONA_ACEPTA_HABEAS_DATA;TIPO_EMPRESA;EMPRESA_TIPO_DOCUMENTO;EMPRESA_TIPO_DOCUMENTO;EMPRESA_RAZON_SOCIAL;ESTADO_SERVICIO;CAUSAL;TIPO_PRODUCTO;NOMBRE_PRODUCTO;VALOR_PRODUCTO;FECHA_ADQUISICION;FECHA_ULTIMO_ENCUENTRO;FECHA_FIN_ULTIMO_ENCUENTRO;FECHA_FIN_REAL;ENCUENTRO_ACORDADO;FECHA_CONTRATO;DURACION
705340;2022-04-22;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Tecnólogo;SI;INFORMAL;;#¡REF!;nova tour - club de viajes;CERRADO;Incumplimiento contractual;Servicio;plan de viajes a San Andrés ;2150000;2021-08-26 00:00;2022-05-03;2022-05-03;2022-05-03;NO;;11
883439;2022-10-26;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;1-18 años;Ninguna ;Ninguna;Mujer;Técnico;SI;INFORMAL;;#¡REF!;JUAN JOSE MENDEZ ACOSTA - IPHONE CELL AXM;CERRADO-IAP;Incumplimiento de la garantía;Bien;Phone 11pro 64 GB negro;2000000;2022-05-11 00:00;2022-11-01;2022-11-01;2022-11-01;NO;;6
483449;2021-08-09;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;#¡REF!;ORGANIZACION CENTENARIO CONSTRUCIONES S.A;CERRADO;Incumplimiento contractual;Bien;entrega de bien inmueble;11800000;2017-08-09 00:00;2021-09-03;2021-09-03;2021-09-03;NO;;25
715646;2022-05-03;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Madre cabeza de familia;Mujer;Técnico;SI;FORMAL;NIT;#¡REF!;DENTIX COLOMBIA S.A.S ;CERRADO;Incumplimiento contractual;Servicio;TRATAMIENTO DENTAL DE ACUERDO A DIAGNOSTICO;4665200;2021-03-19 00:00;2022-05-17;2022-05-19;2022-05-19;NO;;16
994333;2023-04-04;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;#¡REF!;ONLY MUEBLES S.A.S EN LIQUIDACION;CERRADO-DCIU;Incumplimiento de la garantía;Bien;mesa-comedor tipo Barcelona roble;3223000;2023-01-07 00:00;2023-04-19;2023-04-20;2023-04-20;NO;;16
583387;2021-11-05;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;FUNDACIÓN SOCIAL COPACABANA;CERRADO;Incumplimiento contractual;Bien;parcelación guayacanes;8000000;2020-10-19 00:00;2021-11-12;2021-11-12;2021-11-12;NO;;7
774997;2022-07-06;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;1-18 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;G 10 SOLUCIONES;CERRADO;Incumplimiento de la garantía;Bien;VICTORY ADVANCE  125 modelo 2023 ;6453000;2022-05-18 00:00;2022-08-18;2022-08-26;2022-08-26;NO;;51
760300;2022-06-16;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Tecnólogo;SI;INFORMAL;;#¡REF!;MARLON ALBERTO MARQUEZ GONZALES;CERRADO;Incumplimiento contractual;Bien;dos pares de zapatos ;104000;2022-05-05 00:00;2022-06-23;2022-06-24;2022-06-24;NO;;8
741547;2022-05-27;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Básica Primaria;SI;FORMAL;NIT;#¡REF!;ASOCIACION DE VIVIENDA DEL BARRIO SAN RAFAEL DE TIMBIO CAUCA;CERRADO;Incumplimiento de la garantía;Bien;COMPRA DE CASA ESQUINERA;8000000;2014-05-20 00:00;2022-06-23;2022-06-23;2022-06-23;NO;;27
1155917;2023-10-09;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Técnico;SI;FORMAL;NIT;#¡REF!;DENTIX COLOMBIA S.A.S.;CERRADO-IAP;Incumplimiento de la garantía;Servicio;Servicio Odontológico;16000000;2022-12-20 00:00;2023-12-13;2023-12-14;2023-12-14;NO;;66
339177;2020-12-07;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;NO;INFORMAL;;#¡REF!;LUIS ARMANDO MEJIA RIVERA;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Servicio;Muebles y Computador;INDETERMINADO;2020-03-16 00:00;2020-12-11;2020-12-11;2020-12-11;NO;;4
398146;2021-04-22;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Posgrado;SI;FORMAL;NIT;#¡REF!;LECTOR AMI COLOMBIA SAS;CERRADO;Incumplimiento contractual;Servicio;PLAN LECTOR ;INDETERMINADO;2019-11-11 00:00;2021-05-03;2021-06-02;2021-06-02;NO;;41
462940;2021-07-19;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;#¡REF!;CENTRO DE RECONOCIMIENTO DE CONDUCTORES PASE SEGURO SAS;CERRADO;Incumplimiento contractual;Servicio;licencia para vehículo;160000;2021-07-19 00:00;2021-07-28;2021-07-28;2021-07-28;NO;;9
547051;2021-10-01;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;VUELOS Y VACASIONES SAS;CERRADO;Información o publicidad engañosa;Servicio;paquetes turístico ;18473277;2020-01-29 00:00;2021-10-14;2021-10-15;2021-10-15;NO;;14
551532;2021-10-06;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Mujer;Ninguno                                  ;SI;INFORMAL;;#¡REF!;ceramicas y yesos katica;CERRADO;Incumplimiento de la garantía;Bien;figura de un arcangel en yeso ;35000;2021-09-11 00:00;2021-10-12;2021-10-21;2021-10-21;NO;;15
590114;2021-11-16;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Información o publicidad engañosa;Incumplimiento en la entrega de la información mínima del bien o servicio;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Posgrado;SI;INFORMAL;;#¡REF!;segundo roman unigarro;CERRADO;Información o publicidad engañosa;Bien;PUBLICIDAD ENGAÑOSA RESPECTO DEL PROYECTO DE CONSTRUCCIÓN CONJUNTO CERRADO ATAHUALPA;180000000;2016-06-16 00:00;2021-12-02;2021-12-02;2021-12-02;NO;;16
632865;2022-02-09;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;#¡REF!;PROYECTA CONSTRUCTORES S.A.S;CERRADO;Incumplimiento contractual;Bien;convenio de intención de compra de un inmueble proyecto nova terra;INDETERMINADO;2018-11-21 00:00;2022-02-22;2022-02-22;2022-02-22;NO;;13
705446;2022-04-22;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Prestación de servicios que suponen la entrega de un bien;Calidad del servicio;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;#¡REF!;MARINA DEL ROSARIO TOBAR TELLO;CERRADO;Reversión de pago;Bien;15 SISTEMA SEPTICO, 30 TANQUE SEPTICO,15 FALSO FONDO Y  15 TRAMPA DE GRASA;44938890;2022-03-11 00:00;2022-04-28;2022-04-27;2022-04-27;NO;;5
723643;2022-05-11;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Venta que utiliza métodos no tradicionales o a distancia;Derecho de retracto;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;FRANQUICIAS DIRECT TV S A S;CERRADO;Derecho de Retracto;Bien;dos audífonos MAGIC EAR;187350;2022-02-24 00:00;2022-05-24;2022-05-24;2022-05-24;NO;;13
763742;2022-06-22;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;No indica;SI;FORMAL;NIT;#¡REF!;DENTIX COLOMBIA S.A.S.;CERRADO;Incumplimiento contractual;Servicio;TRATAMIENTO DE ORTODONCIA ;7231300;2021-10-04 00:00;2022-07-05;2022-07-05;2022-07-05;NO;;13
815194;2022-08-16;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;DENTIS COLOMBIA S.A.S;CERRADO;Derecho de Retracto;Servicio;tratamiento dental;1107000;2021-10-29 00:00;2022-08-30;2022-09-02;2022-09-02;NO;;17
814964;2022-08-16;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;LA CASA DEL VIDRIO;REPROGRAMADO;Incumplimiento contractual;Bien;VITRINA EN VIDRIO ;300000;2022-04-28 00:00;2022-08-25;2022-08-29;2022-08-29;NO;;13
964540;2023-03-08;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;#¡REF!;MOTORED DE COLOMBIA S.A.S.;CERRADO-NA;Incumplimiento de la garantía;Bien;motocicleta línea SPLENDOR, modelo 2021 color negra;4290000;2020-11-25 00:00;2023-03-23;2023-03-23;2023-03-23;NO;;15
974765;2023-03-15;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;#¡REF!;AUTECO MOBILITY S.A.S.;CERRADO-NA;Incumplimiento contractual;Bien;motocicleta Benelli tnt 25n modelo 2022 ;INDETERMINADO;2021-11-02 00:00;2023-03-24;2023-03-28;2023-03-28;NO;;13
974932;2023-03-15;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;#¡REF!;G 10 SOLUCIONES;CERRADO-ICOM;Incumplimiento de la garantía;Bien;motocicleta Benelli tnt 25n modelo 2022 ;INDETERMINADO;2021-11-02 00:00;2023-03-24;2023-03-28;2023-03-28;NO;;13
1005376;2023-04-18;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;No indica;SI;FORMAL;NIT;#¡REF!;HY CITE ENTERPRISES COLOMBIA SAS;CERRADO-ICOM;Incumplimiento de la garantía;Bien;utensilios de cocina;INDETERMINADO;2022-05-11 00:00;2023-05-03;2023-05-05;2023-05-05;NO;;17
1021160;2023-05-04;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;#¡REF!;GRUPO EMPRESARIAL NASSCAR S.A.S;CERRADO-NA;Incumplimiento de la garantía;Servicio;paquetes turísticos ;INDETERMINADO;2022-11-15 00:00;2023-05-18;2023-05-31;2023-05-31;NO;;27
1054394;2023-06-08;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;#¡REF!;EDITORA SEA GROUP S.A.S;CERRADO-NA;Información o publicidad engañosa;Bien;curso de ingles;INDETERMINADO;2022-11-11 00:00;2023-06-21;2023-06-21;2023-06-21;NO;;13
1061528;2023-06-16;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Constancia escrita de la operación y aceptación del negocio;Ciudadano Atendido;26-40 años;Ninguna ;Madre cabeza de familia;Mujer;Posgrado;SI;FORMAL;NIT;#¡REF!;ALKOSTO;CERRADO-NA;Reversión de pago;Bien;MERCADO;357990;2023-03-04 00:00;2023-06-27;2023-06-29;2023-06-29;NO;;13
1075280;2023-06-30;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Técnico;SI;FORMAL;NIT;#¡REF!;COMPAÑIA ENERGETICA DE OCCIDENTE - CEO;CERRADO-NA;Operaciones bajo sistemas de financiación;Servicio;SERVICIO DE CREDITO FINANCIERO;INDETERMINADO;2022-05-17 00:00;2023-07-17;2023-07-17;2023-07-17;NO;;17
394208;2021-04-19;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Posgrado;SI;FORMAL;NIT;#¡REF!;LECTOR AMI COLOMBIA SAS;CERRADO;Incumplimiento contractual;Servicio;LECTURA RAPIDA;INDETERMINADO;2020-11-08 00:00;2021-05-03;2021-05-28;2021-05-28;NO;;39
838319;2022-09-06;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;#¡REF!;AKT MOTOS;CERRADO;Incumplimiento de la garantía;Bien;MOTO AKT  125 NKDR EIII MODELO 2023;5844000;2022-07-29 00:00;2022-09-16;2022-09-20;2022-09-20;NO;;14
601706;2021-12-02;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Información o publicidad engañosa;Incumplimiento en la entrega de la información mínima del bien o servicio;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;CONSTRUCTORA G&H SAS;CERRADO;Información o publicidad engañosa;Bien;apartamento 201 torre D proyecto residencial Hojarasca Bosque Residencial ;126438000;2021-07-08 00:00;2021-12-13;2021-12-13;2021-12-13;NO;;11
576258;2021-10-27;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;#¡REF!;english adventure;CERRADO;Incumplimiento contractual;Servicio;curso de ingles ;1500000;2021-08-30 00:00;2021-10-29;2021-11-02;2021-11-02;NO;;6
459508;2021-07-15;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Tecnólogo;SI;FORMAL;NIT;#¡REF!;EPICENTRO CONSTRUCTOR;CERRADO;Incumplimiento de la garantía;Bien;porcelanato;1950000;2021-05-04 00:00;2021-07-23;2021-07-23;2021-07-23;NO;;8
559524;2021-10-12;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección Contractual;Cláusulas abusivas;Ciudadano Atendido;41-59 años;Ninguna ;Desplazado;Mujer;Básica Primaria;SI;FORMAL;NIT;#¡REF!;SUMOTO S.A.;CERRADO;Incumplimiento contractual;Servicio;COBRO DE LO NO DEBIDO CREDITO MOTOCICLETA;7359755;2019-06-19 00:00;2021-10-22;2021-10-22;2021-10-22;NO;;10
449716;2021-07-02;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;#¡REF!;RAMOS LOMAS MANUEL ALEJANDRO “PLAY STATION I CENTRO”;CERRADO;Incumplimiento de la garantía;Bien;celular Samsung  A 01 Core;490000;2021-01-04 00:00;2021-07-09;2021-07-09;2021-07-09;NO;;7
788248;2022-07-19;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;VACATIONAL QUALITY S.A.S;CERRADO;Derecho de Retracto;Servicio;Prestación de servicios de intermediación para la negociación y la reducción de tarifas de servicios turísticos para terceros;2497000;2022-06-18 00:00;2022-07-27;2022-07-27;2022-07-27;NO;;8
678634;2022-03-24;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;#¡REF!;TMS SOLUTIONS SAS;CERRADO;Incumplimiento de la garantía;Bien;IMPRESORA HP NEVERSTOP;700000;2021-03-01 00:00;2022-03-31;2022-04-01;2022-04-01;NO;;8
747162;2022-06-03;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Protección de Datos Personales;Reporte centrales de riesgo ;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Básica Primaria;SI;FORMAL;NIT;#¡REF!;ELECTROMILLONARIA;CERRADO;Incumplimiento contractual;Bien;televisor, dvd y estufa ;902700;2007-01-01 00:00;2022-06-09;2022-06-14;2022-06-14;NO;;11
592125;2021-11-18;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Posgrado;SI;FORMAL;NIT;#¡REF!;ALKOSTO;CERRADO;Incumplimiento de la garantía;Bien;celular motorola g30 ;729900;2021-08-09 00:00;2021-12-02;2021-11-19;2021-11-19;NO;;1
550436;2021-10-05;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Básica Primaria;SI;FORMAL;NIT;#¡REF!;MATERIALES EMO SAS;CERRADO;Incumplimiento de la garantía;Bien;piso cerámica dallas plus beige ;2000200;2021-10-04 00:00;2021-10-07;2021-10-07;2021-10-07;NO;;2
866646;2022-10-05;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Desplazado;Hombre;Bachiller              ;SI;FORMAL;NIT;#¡REF!;EXITO VIAJES Y TURISMO S.A.S.;CERRADO-ICOM;Incumplimiento de la garantía;Servicio;TIQUETES DE VIAJES;5072851;2022-08-08 00:00;2022-10-19;2022-10-19;2022-10-19;NO;;14
436413;2021-06-17;CR VALLEDUPAR;Casas del Consumidor Regional;CESAR;CESAR;VALLEDUPAR;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;#¡REF!;OYAGA LASTRA MUEBLES;CERRADO;Incumplimiento de la garantía;Servicio;Restauración Juego de Muebles de Sala y Comedor;1800000;2019-08-30 00:00;2021-06-22;2021-06-22;2021-06-22;NO;;5
686551;2022-03-31;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;#¡REF!;MAZZANTI COMPANY;CERRADO;Incumplimiento de la garantía;Bien;un par de botines ;153900;2021-12-18 00:00;2022-04-06;2022-04-06;2022-04-06;NO;;6
701873;2022-04-19;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Información o publicidad engañosa;Incumplimiento en la entrega de la información mínima del bien o servicio;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;#¡REF!;YESICA ALEXANDRA SANCHEZ ORDOÑEZ - TRAVEL RED;CERRADO;Información o publicidad engañosa;Servicio;paquete completo a la ciudad de Medellín - para 4 personas;800000;2021-12-28 00:00;2022-04-26;2022-04-27;2022-04-27;NO;;8
1025187;2023-05-09;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;#¡REF!;SERGMOTOS POPAYAN;CERRADO-ICOM;Incumplimiento de la garantía;Bien;PULSAR NS 200 FI COLOR, GRIS PIEDRA MODELO 2022;9674000;2022-02-10 00:00;2023-05-24;2023-05-26;2023-05-26;NO;;17
1071602;2023-06-28;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;#¡REF!;ALKOSTO;CERRADO-NA;Incumplimiento de la garantía;Bien;CELULAR 4G NOKIA G10;700000;2022-05-15 00:00;2023-07-13;2023-07-13;2023-07-13;NO;;15
898775;2022-11-15;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;#¡REF!;LUCUMI NEME BRYAN GIOVANNI - BIG LIVE COLOMBIA;CERRADO-IAP;Reversión de pago;Servicio;compra no autorizada de portafolio;749000;2022-11-11 00:00;2022-11-22;2022-12-04;2022-12-04;NO;;19
1075230;2023-06-30;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Técnico;SI;FORMAL;NIT;#¡REF!;MOTOCICLETAS SAN CARLOS;CERRADO-NA;Operaciones bajo sistemas de financiación;Servicio;SERVICIO DE CREDITO FINANCIERO;INDETERMINADO;2022-05-17 00:00;2023-07-17;2023-07-17;2023-07-17;NO;;17
798529;2022-07-29;CR PASTO;Casas del Consumidor Regional;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Bachiller              ;SI;FORMAL;NIT;#¡REF!;ALKOSTO;CERRADO;Incumplimiento de la garantía;Bien;un micro hondas marca samsung ;400000;2022-04-03 00:00;2022-08-03;2022-08-03;2022-08-03;NO;;5
664295;2022-03-09;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Turismo;Tiquetes;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;#¡REF!;YESICA ALEXANDRA SANCHEZ ORDOÑEZ - TRAVEL RED;CERRADO;Servicios turísticos;Servicio;paquete turístico a Medellín ;1996000;2021-12-28 00:00;2022-04-05;2022-04-13;2022-04-13;NO;;35
